iter,mu,loss,loss_f,loss_bc,Loss_mu
1.0,0.20000000298023224,0.18000000715255737,1.2499348258643295e-06,3.636754786207064e-11,0.18000000715255737
2.0,0.1002301573753357,8833.9716796875,2.972186326980591,1.24235488563329e-09,0.08023016154766083
3.0,0.11020707339048386,5796.02685546875,2.407475233078003,9.611480500382186e-10,0.0902070701122284
4.0,0.1129702776670456,5125.109375,2.263849973678589,6.722573289152933e-07,0.09297028183937073
5.0,0.11595726758241653,4474.0419921875,2.115170478820801,5.703324859496206e-06,0.09595726430416107
6.0,0.11891418695449829,3897.163330078125,1.9740984439849854,2.1226063836365938e-05,0.09891419112682343
7.0,0.12183471769094467,3386.6533203125,1.8402585983276367,5.504070577444509e-05,0.10183471441268921
8.0,0.12470497190952301,2936.70703125,1.7136517763137817,0.00011568810441531241,0.10470497608184814
9.0,0.1275121569633484,2541.69287109375,1.5942350625991821,0.00021159352036193013,0.10751216113567352
10.0,0.13024483621120453,2196.20458984375,1.4819223880767822,0.0003503327607177198,0.11024484038352966
11.0,0.13289329409599304,1895.0877685546875,1.3765807151794434,0.0005380872753448784,0.11289329826831818
12.0,0.13544969260692596,1633.481201171875,1.2780317068099976,0.0007792708929628134,0.1154496967792511
13.0,0.13790826499462128,1406.834228515625,1.186050295829773,0.0010764200706034899,0.11790826916694641
14.0,0.14026513695716858,1210.9476318359375,1.1003754138946533,0.0014302092604339123,0.12026514112949371
15.0,0.14251826703548431,1041.9837646484375,1.0207151174545288,0.0018396371742710471,0.12251827120780945
16.0,0.14466722309589386,896.47265625,0.9467553496360779,0.0023022806271910667,0.124667227268219
17.0,0.14671285450458527,771.3133544921875,0.8781707882881165,0.0028145862743258476,0.1267128586769104
18.0,0.1486571580171585,663.7529296875,0.814629316329956,0.0033721989020705223,0.12865716218948364
19.0,0.15050293505191803,571.3692016601562,0.755800724029541,0.0039702290669083595,0.13050293922424316
20.0,0.1522536277770996,492.04510498046875,0.7013617157936096,0.004603524226695299,0.13225363194942474
21.0,0.15391306579113007,423.940185546875,0.6510000228881836,0.005266888998448849,0.1339130699634552
22.0,0.1554853618144989,365.4618225097656,0.6044173836708069,0.00595515314489603,0.13548536598682404
23.0,0.15697476267814636,315.2357177734375,0.5613306760787964,0.006663369946181774,0.1369747668504715
24.0,0.1583855152130127,272.08209228515625,0.5214751362800598,0.007386934012174606,0.13838551938533783
25.0,0.15972186625003815,234.98684692382812,0.4846019148826599,0.00812150351703167,0.13972187042236328
26.0,0.1609879583120346,203.08140563964844,0.45047926902770996,0.008863274939358234,0.14098796248435974
27.0,0.16218774020671844,175.62387084960938,0.41889387369155884,0.009608677588403225,0.14218774437904358
28.0,0.16332502663135529,151.9790496826172,0.3896477520465851,0.010354558937251568,0.14332503080368042
29.0,0.16440348327159882,131.60353088378906,0.36255761981010437,0.011098195798695087,0.14440348744392395
30.0,0.16542653739452362,114.03347778320312,0.33745551109313965,0.011837157420814037,0.14542654156684875
31.0,0.16639743745326996,98.87235260009766,0.31418687105178833,0.012569403275847435,0.1463974416255951
32.0,0.16731926798820496,85.78048706054688,0.29260876774787903,0.013293161056935787,0.1473192721605301
33.0,0.16819487512111664,74.46827697753906,0.27259141206741333,0.01400696113705635,0.14819487929344177
34.0,0.16902697086334229,64.68708038330078,0.2540144622325897,0.014709558337926865,0.14902697503566742
35.0,0.16981808841228485,56.224037170410156,0.23676744103431702,0.015399971976876259,0.14981809258460999
36.0,0.17057058215141296,48.89699935913086,0.22074952721595764,0.016077300533652306,0.1505705863237381
37.0,0.1712866723537445,42.54949188232422,0.20586758852005005,0.0167410746216774,0.15128667652606964
38.0,0.17196843028068542,37.04722595214844,0.19203610718250275,0.017390692606568336,0.15196843445301056
39.0,0.17261779308319092,32.27486801147461,0.17917652428150177,0.018025897443294525,0.15261779725551605
40.0,0.17323657870292664,28.133167266845703,0.16721628606319427,0.018646441400051117,0.15323658287525177
41.0,0.1738264560699463,24.53708839416504,0.15608975291252136,0.019252140074968338,0.15382646024227142
42.0,0.17438904941082,21.412900924682617,0.14573493599891663,0.019843097776174545,0.15438905358314514
43.0,0.1749258190393448,18.697431564331055,0.13609586656093597,0.0204191692173481,0.15492582321166992
44.0,0.17543818056583405,16.3359432220459,0.12712012231349945,0.02098063752055168,0.15543818473815918
45.0,0.17592740058898926,14.28149700164795,0.11876044422388077,0.021527519449591637,0.1559274047613144
46.0,0.1763947308063507,12.493280410766602,0.11097218841314316,0.022059965878725052,0.15639473497867584
47.0,0.17684131860733032,10.936103820800781,0.10371444374322891,0.022578226402401924,0.15684132277965546
48.0,0.17726823687553406,9.579588890075684,0.09694966673851013,0.023082667961716652,0.1572682410478592
49.0,0.1776764988899231,8.397388458251953,0.09064292162656784,0.023573385551571846,0.15767650306224823
50.0,0.17806704342365265,7.366730690002441,0.0847620964050293,0.024050641804933548,0.15806704759597778
51.0,0.17844077944755554,6.467830657958984,0.07927720993757248,0.02451469376683235,0.15844078361988068
52.0,0.17879854142665863,5.683569431304932,0.07416067272424698,0.024965859949588776,0.15879854559898376
53.0,0.1791411191225052,4.999095439910889,0.06938695907592773,0.025404401123523712,0.15914112329483032
54.0,0.1794692575931549,4.40150785446167,0.06493233889341354,0.02583044394850731,0.15946926176548004
55.0,0.1797836720943451,3.8795840740203857,0.06077463552355766,0.02624436467885971,0.15978367626667023
56.0,0.18008500337600708,3.423624277114868,0.05689370259642601,0.026646241545677185,0.16008500754833221
57.0,0.1803738921880722,3.0251412391662598,0.053270358592271805,0.027036478742957115,0.16037389636039734
58.0,0.18065091967582703,2.676811456680298,0.04988732933998108,0.02741502970457077,0.16065092384815216
59.0,0.18091663718223572,2.372220039367676,0.046728163957595825,0.027782153338193893,0.16091664135456085
60.0,0.18117158114910126,2.1057865619659424,0.04377758502960205,0.02813802659511566,0.1611715853214264
61.0,0.18141622841358185,1.8726797103881836,0.04102171212434769,0.028482669964432716,0.16141623258590698
62.0,0.1816510558128357,1.6686667203903198,0.038447361439466476,0.028816279023885727,0.16165105998516083
63.0,0.18187649548053741,1.4900681972503662,0.03604237735271454,0.029138853773474693,0.16187649965286255
64.0,0.18209297955036163,1.3336677551269531,0.03379533067345619,0.02945037931203842,0.16209298372268677
65.0,0.1823008954524994,1.196667194366455,0.031695667654275894,0.029750965535640717,0.16230089962482452
66.0,0.18250060081481934,1.0766388177871704,0.02973378263413906,0.03004048764705658,0.16250060498714447
67.0,0.18269246816635132,0.9714371562004089,0.02790028415620327,0.03031887300312519,0.16269247233867645
68.0,0.1828768104314804,0.8792115449905396,0.026186805218458176,0.03058607317507267,0.16287681460380554
69.0,0.18305395543575287,0.7983347177505493,0.024585338309407234,0.03084196336567402,0.163053959608078
70.0,0.18322420120239258,0.7273873686790466,0.02308845706284046,0.03108632192015648,0.1632242053747177
71.0,0.18338781595230103,0.6651343107223511,0.021689342334866524,0.031318940222263336,0.16338782012462616
72.0,0.1835450828075409,0.6104900240898132,0.020381493493914604,0.0315396822988987,0.16354508697986603
73.0,0.18369624018669128,0.5625098347663879,0.01915895566344261,0.03174806758761406,0.16369624435901642
74.0,0.1838415265083313,0.5203665494918823,0.018016133457422256,0.03194398432970047,0.16384153068065643
75.0,0.18398118019104004,0.483335018157959,0.01694777049124241,0.03212690353393555,0.16398118436336517
76.0,0.1841154247522354,0.45077836513519287,0.01594887301325798,0.03229641914367676,0.16411542892456055
77.0,0.18424443900585175,0.42214906215667725,0.0150150740519166,0.032452184706926346,0.16424444317817688
78.0,0.18436843156814575,0.3969579041004181,0.014141987077891827,0.03259368613362312,0.1643684357404709
79.0,0.18448759615421295,0.3747795820236206,0.013325604610145092,0.032720256596803665,0.16448760032653809
80.0,0.18460209667682648,0.3552458882331848,0.012562333606183529,0.032831549644470215,0.1646021008491516
81.0,0.18471214175224304,0.3380231559276581,0.011848397552967072,0.03292649984359741,0.16471214592456818
82.0,0.1848178654909134,0.3228316307067871,0.01118074357509613,0.03300473466515541,0.16481786966323853
83.0,0.18491944670677185,0.30941861867904663,0.01055622473359108,0.03306529298424721,0.16491945087909698
84.0,0.18501704931259155,0.29756391048431396,0.009971928782761097,0.033107511699199677,0.1650170534849167
85.0,0.18511082231998444,0.2870752811431885,0.009425184689462185,0.03313033655285835,0.16511082649230957
86.0,0.18520094454288483,0.27778100967407227,0.008913314901292324,0.033132895827293396,0.16520094871520996
87.0,0.18528755009174347,0.2695356607437134,0.008434107527136803,0.03311393782496452,0.1652875542640686
88.0,0.18537083268165588,0.26220470666885376,0.007985087111592293,0.03307224065065384,0.16537083685398102
89.0,0.18545092642307281,0.25567591190338135,0.00756428949534893,0.03300649672746658,0.16545093059539795
